"sample_id","chr","start","end","read.count"
"SRR5398216","13",113631622,113636700,2
"SRR5398215","13",113631622,113636700,1
"SRR5398216","13",114257077,114265240,1
"SRR5398216","14",20996208,20996711,3
"SRR5398216","14",30597419,30602131,4
"SRR5398216","14",30638124,30653588,1
"SRR5398216","14",30877571,30880734,3
"SRR5398218","14",30877571,30880734,3
"SRR5398216","14",32577119,32600792,5
"SRR5398216","14",32628036,32696110,2
"SRR5398216","14",35053277,35079024,1
"SRR5398214","14",35053277,35079024,1
"SRR5398216","14",35053277,35053451,1
"SRR5398215","14",35053277,35053451,2
"SRR5398214","14",35053277,35053451,1
"SRR5398216","14",39117998,39128348,11
"SRR5398216","14",39177411,39177916,2
"SRR5398215","14",39177411,39177916,1
"SRR5398214","14",39177411,39177916,2
"SRR5398216","14",39252747,39253171,3
"SRR5398216","14",39291018,39295029,2
"SRR5398216","14",44995745,45012075,3
"SRR5398216","14",45043685,45044870,1
"SRR5398216","14",45148836,45159280,1
"SRR5398216","14",45170588,45173210,1
"SRR5398216","14",45187780,45189362,1
"SRR5398216","14",49602369,49602468,2
"SRR5398216","14",49602369,49608121,4
"SRR5398216","14",49709158,49710381,1
"SRR5398216","14",50321482,50324116,3
"SRR5398216","14",50587830,50588078,2
"SRR5398218","14",50587830,50588078,4
"SRR5398216","14",50593845,50614511,1
"SRR5398216","14",50613258,50623248,1
"SRR5398216","14",52757355,52757742,1
"SRR5398216","14",55612018,55619312,6
"SRR5398216","14",55661521,55670809,2
"SRR5398216","14",58211291,58223856,2
"SRR5398216","14",58215204,58232267,3
"SRR5398216","14",58430647,58442880,1
"SRR5398216","14",58442705,58444175,3
"SRR5398216","14",58465834,58467922,1
"SRR5398216","14",58482512,58487166,2
"SRR5398216","14",60114699,60125823,1
"SRR5398216","14",60808324,60879835,6
"SRR5398218","14",60808324,60879835,1
"SRR5398216","14",60811986,60879835,12
"SRR5398218","14",60811986,60879835,2
"SRR5398216","14",61030444,61045425,3
"SRR5398216","14",61030444,61046167,2
"SRR5398216","14",61443110,61453353,3
"SRR5398216","14",61720378,61721823,3
"SRR5398218","14",61720378,61721823,1
"SRR5398216","14",61726705,61737109,1
"SRR5398216","14",61738086,61745817,1
"SRR5398216","14",61778071,61778910,5
"SRR5398216","14",63982629,63983886,4
"SRR5398216","14",63982629,63986617,2
"SRR5398216","14",63998913,64003330,4
"SRR5398216","14",64097948,64102042,1
"SRR5398216","14",64107490,64113571,2
"SRR5398216","14",64122011,64130248,3
"SRR5398216","14",64162071,64165410,2
"SRR5398216","14",64412471,64427473,1
"SRR5398216","14",64521486,64523402,1
"SRR5398216","14",65615977,65669480,1
"SRR5398216","14",67557268,67559691,1
"SRR5398216","14",69441831,69453309,1
"SRR5398216","14",70946914,70969110,1
"SRR5398216","14",71012999,71036157,4
"SRR5398216","14",71033428,71036157,3
"SRR5398216","14",71650334,71661467,2
"SRR5398216","14",71658332,71685631,1
"SRR5398216","14",73071626,73088161,5
"SRR5398216","14",73170796,73173707,3
"SRR5398215","14",73170796,73173707,1
"SRR5398218","14",73170796,73173707,2
"SRR5398216","14",73249983,73255018,1
"SRR5398216","14",73858815,73874214,1
"SRR5398218","14",73858815,73874214,1
"SRR5398216","14",73876997,73880176,1
"SRR5398216","14",73876997,73881292,2
"SRR5398214","14",73876997,73881292,1
"SRR5398216","14",73893796,73898262,2
"SRR5398216","14",73903959,73909430,3
"SRR5398213","14",74889094,74889349,1
"SRR5398216","14",74889094,74889349,6
"SRR5398215","14",74889094,74889349,1
"SRR5398214","14",74889094,74889349,1
"SRR5398218","14",74889094,74889349,8
"SRR5398216","14",75622078,75624752,2
"SRR5398214","14",75622078,75624752,1
"SRR5398218","14",75622078,75624752,1
"SRR5398216","14",75707017,75720703,3
"SRR5398216","14",75820006,75863862,2
"SRR5398216","14",88044614,88079368,3
"SRR5398216","14",88391380,88416844,2
"SRR5398216","14",88839451,88861332,3
"SRR5398216","14",91175933,91204825,1
"SRR5398216","14",91188909,91199905,4
"SRR5398216","14",91188909,91204825,1
"SRR5398216","14",92126121,92143294,7
"SRR5398216","14",92482679,92486780,1
"SRR5398216","14",92810253,92816421,7
"SRR5398216","14",96527429,96528006,1
"SRR5398216","14",96527429,96532649,3
"SRR5398216","14",96531474,96532649,7
"SRR5398216","14",96555846,96556413,24
"SRR5398214","14",96555846,96556413,2
"SRR5398218","14",96555846,96556413,1
"SRR5398216","14",99907637,99911576,5
"SRR5398214","14",99907637,99911576,1
"SRR5398216","14",100084686,100097658,2
"SRR5398218","14",100084686,100097658,1
"SRR5398216","14",100262303,100262466,2
"SRR5398218","14",100262303,100262466,1
"SRR5398216","14",101901718,101917947,1
"SRR5398216","14",102002791,102004683,1
"SRR5398216","14",102325984,102335838,1
"SRR5398216","14",102325984,102326887,3
"SRR5398216","14",102325984,102339223,2
"SRR5398216","14",102331621,102339223,3
"SRR5398218","14",102331621,102339223,1
"SRR5398216","14",102376649,102414793,4
"SRR5398216","14",102407337,102408619,1
"SRR5398216","14",102701277,102714617,5
"SRR5398216","14",102701277,102721377,1
"SRR5398216","14",102722186,102722416,2
"SRR5398216","14",102830333,102903429,2
"SRR5398216","14",102870184,102903429,1
"SRR5398216","14",103491776,103500200,7
"SRR5398216","14",103571622,103574170,7
"SRR5398218","14",103571622,103574170,2
"SRR5398216","14",103662115,103670283,6
"SRR5398214","14",103662115,103670283,1
"SRR5398218","14",103662115,103670283,2
"SRR5398216","15",22667897,22674586,4
"SRR5398216","15",22845145,22858630,1
"SRR5398213","15",24975357,24977029,1
"SRR5398216","15",24975357,24977029,1
"SRR5398218","15",24975357,24977029,2
"SRR5398216","15",28741109,28747875,2
"SRR5398216","15",33539349,33550316,5
"SRR5398216","15",33539349,33566799,2
"SRR5398216","15",33696217,33696491,2
"SRR5398216","15",33699703,33738590,4
"SRR5398216","15",33746067,33750286,6
"SRR5398216","15",33854388,33857914,2
"SRR5398216","15",38299372,38339895,2
"SRR5398216","15",38465268,38474298,3
"SRR5398216","15",38465268,38481459,1
"SRR5398216","15",39939504,39949268,3
"SRR5398214","15",39939504,39949268,1
"SRR5398216","15",39997065,39997704,1
"SRR5398216","15",40034444,40034842,2
"SRR5398216","15",41356038,41358258,1
"SRR5398215","15",41356038,41358258,1
"SRR5398214","15",41356038,41358258,1
"SRR5398216","15",41729163,41736698,2
"SRR5398216","15",41844470,41845320,1
"SRR5398216","15",42401640,42403777,2
"SRR5398216","15",42669157,42675975,4
"SRR5398216","15",43146492,43169677,3
"SRR5398214","15",43146492,43169677,6
"SRR5398218","15",43146492,43169677,1
"SRR5398216","15",43151789,43160794,4
"SRR5398216","15",43383302,43386330,2
"SRR5398216","15",43400043,43404552,1
"SRR5398218","15",43400043,43404552,1
"SRR5398216","15",43765449,43768597,3
"SRR5398216","15",44484223,44490999,4
"SRR5398216","15",44484223,44499813,3
"SRR5398217","15",44484223,44486700,1
"SRR5398216","15",44484223,44486700,4
"SRR5398218","15",44484223,44486700,1
"SRR5398216","15",44496379,44497138,4
"SRR5398215","15",44496379,44497138,1
"SRR5398214","15",44496379,44497138,4
"SRR5398218","15",44496379,44497138,1
"SRR5398216","15",44550875,44554667,2
"SRR5398216","15",45658906,45662125,3
"SRR5398216","15",45682477,45689217,1
"SRR5398216","15",45926828,45928064,2
"SRR5398216","15",49625112,49634794,7
"SRR5398218","15",49625112,49634794,1
"SRR5398216","15",50948019,50950169,8
"SRR5398214","15",50948019,50950169,2
"SRR5398216","15",50948019,50958794,2
"SRR5398214","15",50948019,50958794,2
"SRR5398218","15",50948019,50958794,1
"SRR5398216","15",50958491,50968377,9
"SRR5398218","15",50958491,50968377,1
"SRR5398216","15",51869216,51893945,3
"SRR5398216","15",51869216,51902036,7
"SRR5398216","15",52058632,52061500,1
"SRR5398216","15",57437984,57461892,3
"SRR5398216","15",57451499,57453818,11
"SRR5398218","15",57451499,57453818,2
"SRR5398216","15",57516779,57531779,1
"SRR5398216","15",57618032,57675068,1
"SRR5398216","15",59084128,59085785,5
"SRR5398218","15",59084128,59085785,2
"SRR5398216","15",59085658,59091154,1
"SRR5398214","15",59085658,59091154,2
"SRR5398216","15",62652004,62656086,1
"SRR5398216","15",63529013,63574403,1
"SRR5398215","15",63529013,63574403,4
"SRR5398216","15",63562894,63574403,2
"SRR5398214","15",63562894,63574403,1
"SRR5398216","15",64112572,64127806,5
"SRR5398216","15",64134663,64136410,1
"SRR5398218","15",64134663,64136410,2
"SRR5398216","15",64393945,64400821,3
"SRR5398216","15",64393945,64406459,1
"SRR5398216","15",64393945,64425631,2
"SRR5398216","15",64414084,64425631,9
"SRR5398216","15",64926065,64931585,1
"SRR5398218","15",64926065,64931585,3
"SRR5398216","15",66294987,66314117,1
"SRR5398216","15",66306823,66320732,2
"SRR5398216","15",66435026,66444707,1
"SRR5398216","15",66484989,66487292,2
"SRR5398216","15",66535932,66537263,4
"SRR5398216","15",68173731,68176654,1
"SRR5398216","15",70911531,70984257,2
"SRR5398216","15",70919049,70963932,2
"SRR5398216","15",71411686,71660734,3
"SRR5398216","15",71728548,71748594,2
"SRR5398217","15",72518066,72572165,1
"SRR5398216","15",72518066,72572165,7
"SRR5398214","15",72518066,72572165,1
"SRR5398218","15",72518066,72572165,4
"SRR5398216","15",72695176,72716850,4
"SRR5398218","15",72695176,72716850,1
"SRR5398216","15",73116539,73136027,2
"SRR5398216","15",73122524,73136027,1
"SRR5398213","15",75854385,75883424,1
"SRR5398216","15",75854385,75883424,6
"SRR5398214","15",75854385,75883424,1
"SRR5398216","15",78478296,78483434,2
"SRR5398218","15",78478296,78483434,2
"SRR5398216","15",78478296,78490761,1
"SRR5398216","15",78513083,78515107,6
"SRR5398214","15",78513083,78515107,1
"SRR5398216","15",80450879,80475223,2
"SRR5398216","15",83655728,83773650,3
"SRR5398216","15",83885100,83943082,6
"SRR5398216","15",83913091,83924033,1
"SRR5398216","15",84797868,84799977,3
"SRR5398216","15",85123060,85126374,2
"SRR5398214","15",85123060,85126374,1
"SRR5398216","15",85655416,85655787,11
"SRR5398218","15",85655416,85655787,2
"SRR5398216","15",85718006,85726486,3
"SRR5398216","15",85740272,85741035,1
"SRR5398216","15",90214964,90215052,4
"SRR5398216","15",90257137,90258927,2
"SRR5398216","15",90486029,90491545,3
"SRR5398216","15",90492544,90497340,4
"SRR5398215","15",90492544,90497340,1
"SRR5398216","15",90593635,90607478,4
"SRR5398216","15",90939730,90940473,1
"SRR5398214","15",90939730,90940473,1
"SRR5398216","15",92924320,92939718,1
"SRR5398216","15",92953356,92955512,1
"SRR5398216","15",92953356,92974950,1
"SRR5398216","15",92953356,92971927,1
"SRR5398216","15",92967324,92971927,2
"SRR5398216","15",93004616,93009323,3
"SRR5398216","15",93009144,93020258,5
"SRR5398216","15",94440175,94470442,1
"SRR5398214","15",94440175,94470442,1
"SRR5398216","15",97969122,97970743,1
"SRR5398214","15",97969122,97970743,1
"SRR5398216","15",98922147,98922431,3
"SRR5398218","15",98922147,98922431,1
"SRR5398216","15",98922147,98943052,1
"SRR5398216","15",99333922,99363265,2
"SRR5398216","15",99352368,99363265,1
"SRR5398217","15",99645560,99675458,1
"SRR5398216","15",99645560,99675458,6
"SRR5398216","15",99645560,99706855,2
"SRR5398216","16",254380,254681,5
"SRR5398216","16",411578,411889,1
"SRR5398216","16",461403,489000,1
"SRR5398216","16",471294,489000,2
"SRR5398214","16",471294,489000,1
"SRR5398218","16",471294,489000,1
"SRR5398216","16",482524,496859,2
"SRR5398214","16",482524,496859,3
"SRR5398216","16",1502930,1505601,2
"SRR5398216","16",1747028,1748720,1
"SRR5398218","16",1747028,1748720,1
"SRR5398216","16",2064271,2065635,4
"SRR5398216","16",2065518,2080377,1
"SRR5398216","16",2439352,2443800,3
"SRR5398215","16",2439352,2443800,1
"SRR5398216","16",3504719,3512478,2
"SRR5398216","16",5042094,5042967,1
"SRR5398216","16",8801798,8804843,1
"SRR5398215","16",8801798,8804843,1
"SRR5398218","16",8801798,8804843,1
"SRR5398216","16",8804766,8806407,2
"SRR5398216","16",12002990,12356279,1
"SRR5398216","16",14655065,14655210,3
"SRR5398214","16",14655065,14655210,1
"SRR5398218","16",14655065,14655210,1
"SRR5398216","16",14997752,15004333,1
"SRR5398214","16",14997752,15004333,2
"SRR5398216","16",15001775,15004333,1
"SRR5398216","16",15664735,15687511,1
"SRR5398216","16",15664735,15677949,5
"SRR5398218","16",15664735,15677949,2
"SRR5398216","16",16007815,16056295,2
"SRR5398216","16",16086823,16086991,1
"SRR5398216","16",16251962,16252522,1
"SRR5398214","16",16251962,16252522,1
"SRR5398218","16",16251962,16252522,1
"SRR5398216","16",16256007,16275443,1
"SRR5398216","16",19223044,19224838,2
"SRR5398216","16",19616113,19627805,4
"SRR5398214","16",19616113,19627805,3
"SRR5398218","16",19616113,19627805,2
"SRR5398216","16",20423915,20431321,3
"SRR5398216","16",20821761,20833123,3
"SRR5398216","16",21166839,21170605,2
"SRR5398216","16",21617864,21625115,3
"SRR5398216","16",22258493,22258827,2
"SRR5398216","16",22266389,22266876,4
"SRR5398216","16",23988507,24123981,2
"SRR5398216","16",24092790,24123981,2
"SRR5398216","16",24092790,24094297,4
"SRR5398214","16",24092790,24094297,1
"SRR5398216","16",24172269,24185567,1
"SRR5398216","16",24180789,24185567,1
"SRR5398216","16",24561611,24564865,2
"SRR5398218","16",24561611,24564865,1
"SRR5398216","16",25161101,25170805,3
"SRR5398214","16",25161101,25170805,6
"SRR5398216","16",27618424,27631162,2
"SRR5398216","16",27749583,27751924,7
"SRR5398217","16",28887188,28887722,1
"SRR5398216","16",28887188,28887722,2
"SRR5398217","16",29461381,29461950,4
"SRR5398216","16",29461381,29461950,6
"SRR5398218","16",29461381,29461950,2
"SRR5398216","16",30713207,30713711,11
"SRR5398216","16",30733279,30734615,3
"SRR5398216","16",30753231,30753557,2
"SRR5398216","16",48256609,48277479,10
"SRR5398216","16",50068779,50086351,1
"SRR5398216","16",50075570,50102435,6
"SRR5398216","16",53155925,53157541,5
"SRR5398216","16",53228982,53238586,1
"SRR5398216","16",53228982,53243016,4
"SRR5398214","16",53228982,53243016,1
"SRR5398216","16",53231418,53243016,1
"SRR5398218","16",53231418,53243016,1
"SRR5398216","16",53254437,53268126,3
"SRR5398216","16",53303719,53308854,1
"SRR5398216","16",53439015,53454842,1
"SRR5398216","16",53454655,53461850,4
"SRR5398216","16",53479153,53481835,4
"SRR5398216","16",53810139,53814848,1
"SRR5398216","16",55505579,55505949,1
"SRR5398216","16",56275930,56336860,1
"SRR5398216","16",56748233,56758655,2
"SRR5398216","16",56936686,56942237,3
"SRR5398216","16",58252726,58254159,1
"SRR5398216","16",66387097,66388323,2
"SRR5398216","16",67066681,67082308,4
"SRR5398214","16",67066681,67082308,2
"SRR5398216","16",67066681,67082339,2
"SRR5398214","16",67066681,67082339,1
"SRR5398216","16",67167302,67167402,4
"SRR5398218","16",67167302,67167402,4
"SRR5398216","16",67616744,67629533,3
"SRR5398216","16",68126447,68126610,8
"SRR5398216","16",68157868,68183366,3
"SRR5398216","16",68174373,68183366,1
"SRR5398218","16",68174373,68183366,2
"SRR5398216","16",68859883,68867220,4
"SRR5398216","16",68867078,69022979,1
"SRR5398216","16",68974027,69040421,1
"SRR5398216","16",69136695,69139914,4
"SRR5398214","16",69136695,69139914,1
"SRR5398216","16",69150536,69154457,5
"SRR5398218","16",69150536,69154457,1
"SRR5398216","16",69871803,69888249,4
"SRR5398216","16",70466881,70471352,2
"SRR5398216","16",70526586,70544533,1
"SRR5398216","16",70556178,70557029,1
"SRR5398216","16",70560468,70565524,1
"SRR5398216","16",70560468,70567536,1
"SRR5398216","16",70567410,70569141,1
"SRR5398216","16",71915625,71921453,1
"SRR5398216","16",78108422,78115154,3
"SRR5398218","16",78108422,78115154,2
"SRR5398216","16",81024714,81026638,6
"SRR5398214","16",81024714,81026638,2
"SRR5398216","16",81259675,81268131,3
"SRR5398216","16",81354404,81363943,1
"SRR5398216","16",81356784,81357931,1
"SRR5398215","16",81356784,81357931,2
"SRR5398214","16",81356784,81357931,2
"SRR5398218","16",81356784,81357931,2
"SRR5398216","16",81362498,81365478,2
"SRR5398214","16",81362498,81365478,9
"SRR5398216","16",81364973,81365478,2
"SRR5398215","16",81364973,81365478,3
"SRR5398214","16",81364973,81365478,5
"SRR5398216","16",85648551,85648751,1
"SRR5398216","16",85666347,85668139,1
"SRR5398216","16",88004294,88006265,2
"SRR5398216","16",88586599,88611536,2
"SRR5398214","16",88586599,88611536,2
"SRR5398216","16",88611267,88611536,2
"SRR5398215","16",88611267,88611536,1
"SRR5398214","16",88611267,88611536,4
"SRR5398216","16",89530682,89550609,1
"SRR5398216","16",89544647,89546760,1
"SRR5398214","16",89544647,89546760,1
"SRR5398216","16",90031189,90032924,1
"SRR5398218","16",90031189,90032924,1
"SRR5398216","17",783082,788132,12
"SRR5398218","17",783082,788132,1
"SRR5398216","17",1872433,1883944,1
"SRR5398216","17",1875660,1883944,1
"SRR5398216","17",2665371,2672757,3
"SRR5398216","17",2674059,2680320,4
"SRR5398216","17",3005368,3020595,2
"SRR5398214","17",3005368,3020595,1
"SRR5398216","17",5209749,5215293,2
"SRR5398214","17",5209749,5215293,1
"SRR5398216","17",5346789,5350629,9
"SRR5398215","17",5346789,5350629,1
"SRR5398214","17",5346789,5350629,5
"SRR5398216","17",6761885,6762240,4
"SRR5398216","17",7343378,7344648,1
"SRR5398214","17",7343378,7344648,2
"SRR5398218","17",7343378,7344648,2
"SRR5398216","17",7901243,7903061,5
"SRR5398216","17",7936365,7940242,1
"SRR5398216","17",12736160,12739328,2
"SRR5398216","17",14074322,14077056,3
"SRR5398216","17",16001914,16006568,8
"SRR5398218","17",16001914,16006568,4
"SRR5398216","17",16003830,16004262,3
"SRR5398215","17",16003830,16004262,2
"SRR5398218","17",16003830,16004262,1
"SRR5398216","17",17175292,17177412,6
"SRR5398215","17",17175292,17177412,1
"SRR5398214","17",17175292,17177412,2
"SRR5398216","17",17176425,17180669,10
"SRR5398218","17",17176425,17180669,2
"SRR5398216","17",18241884,18242822,1
"SRR5398216","17",18772411,18772683,1
"SRR5398216","17",18865468,18928957,2
"SRR5398216","17",19309884,19313279,1
"SRR5398214","17",19309884,19313279,1
"SRR5398218","17",19309884,19313279,2
"SRR5398216","17",19328710,19329647,1
"SRR5398216","17",19651546,19657862,6
"SRR5398216","17",19671720,19671956,1
"SRR5398215","17",19671720,19671956,1
"SRR5398216","17",20362921,20363050,2
"SRR5398216","17",27550567,27558187,1
"SRR5398216","17",28688090,28691063,2
"SRR5398216","17",29044858,29053595,2
"SRR5398218","17",29044858,29053595,1
"SRR5398216","17",29052919,29053595,1
"SRR5398216","17",29052919,29055888,3
"SRR5398216","17",29530406,29534300,1
"SRR5398214","17",29530406,29534300,1
"SRR5398216","17",31155982,31219118,1
"SRR5398214","17",31155982,31219118,1
"SRR5398216","17",31223443,31265339,1
"SRR5398216","17",31261710,31265339,2
"SRR5398216","17",31337818,31343135,1
"SRR5398216","17",31940285,31996877,2
"SRR5398216","17",31975481,31988497,5
"SRR5398214","17",31975481,31988497,1
"SRR5398216","17",32294293,32305441,7
"SRR5398216","17",32362913,32368014,1
"SRR5398218","17",32362913,32368014,2
"SRR5398216","17",32365329,32368014,1
"SRR5398216","17",32446944,32454619,3
"SRR5398215","17",32446944,32454619,2
"SRR5398214","17",32446944,32454619,1
"SRR5398216","17",34983001,34983552,2
"SRR5398214","17",34983001,34983552,2
"SRR5398218","17",34983001,34983552,2
"SRR5398216","17",36560772,36579419,3
"SRR5398216","17",36607669,36608018,4
"SRR5398216","17",36952885,36986731,2
"SRR5398216","17",38318686,38320767,1
"SRR5398215","17",38318686,38320767,2
"SRR5398216","17",38361710,38366417,5
"SRR5398216","17",40133041,40133658,1
"SRR5398216","17",40163480,40164166,2
"SRR5398215","17",40163480,40164166,1
"SRR5398216","17",40273789,40277184,1
"SRR5398216","17",41689941,41690086,1
"SRR5398216","17",41945135,41949349,2
"SRR5398216","17",42487154,42494473,5
"SRR5398216","17",42538338,42541206,6
"SRR5398214","17",42538338,42541206,2
"SRR5398216","17",42804224,42805884,2
"SRR5398216","17",44734089,44747515,4
"SRR5398216","17",45991459,45996664,1
"SRR5398216","17",46931098,46935169,4
"SRR5398216","17",46964343,46965039,1
"SRR5398216","17",47370436,47377903,1
"SRR5398216","17",47377765,47391580,3
"SRR5398216","17",47590716,47605552,3
"SRR5398218","17",47590716,47605552,2
"SRR5398216","17",47676491,47677019,4
"SRR5398216","17",47742609,47743192,3
"SRR5398216","17",48851088,48851628,1
"SRR5398214","17",48851088,48851628,1
"SRR5398216","17",48921159,48922937,1
"SRR5398214","17",48921159,48922937,1
"SRR5398218","17",48921159,48922937,2
"SRR5398216","17",49216530,49217915,4
"SRR5398216","17",49796749,49798558,2
"SRR5398216","17",50167946,50168572,7
"SRR5398214","17",50167946,50168572,2
"SRR5398218","17",50167946,50168572,4
"SRR5398216","17",50167946,50169254,3
"SRR5398216","17",50484545,50484743,6
"SRR5398216","17",50736959,50743810,3
"SRR5398216","17",51263273,51273450,7
"SRR5398214","17",51263273,51273450,5
"SRR5398216","17",54999344,55007597,2
"SRR5398216","17",56848695,56858665,3
"SRR5398216","17",59195330,59197789,2
"SRR5398216","17",59644275,59644483,3
"SRR5398216","17",59683094,59685808,1
"SRR5398216","17",59685055,59690711,2
"SRR5398216","17",59910561,59926582,10
"SRR5398214","17",59910561,59926582,3
"SRR5398216","17",59910561,59936541,5
"SRR5398216","17",59935192,59936541,4
"SRR5398215","17",59935192,59936541,1
"SRR5398214","17",59935192,59936541,8
"SRR5398218","17",59935192,59936541,1
"SRR5398216","17",60623520,60633977,10
"SRR5398215","17",60623520,60633977,2
"SRR5398214","17",60623520,60633977,2
"SRR5398218","17",60623520,60633977,2
"SRR5398216","17",60623520,60648082,12
"SRR5398214","17",60623520,60648082,3
"SRR5398218","17",60623520,60648082,2
"SRR5398216","17",63237813,63267873,1
"SRR5398216","17",63591084,63591444,2
"SRR5398216","17",64510172,64519436,2
"SRR5398215","17",64510172,64519436,1
"SRR5398216","17",64521401,64522895,2
"SRR5398216","17",64521401,64526200,2
"SRR5398216","17",64522701,64526200,3
"SRR5398214","17",64522701,64526200,1
"SRR5398216","17",65193542,65208007,2
"SRR5398216","17",66641354,66645511,1
"SRR5398214","17",66641354,66645511,2
"SRR5398216","17",67532801,67632238,1
"SRR5398216","17",67886127,67894165,3
"SRR5398214","17",67886127,67894165,1
"SRR5398216","17",67909581,67920143,1
"SRR5398216","17",67918713,67920143,1
"SRR5398216","17",67922839,67924589,4
"SRR5398216","17",67928354,67932019,13
"SRR5398214","17",67928354,67932019,6
"SRR5398216","17",68251049,68251178,1
"SRR5398216","17",68306942,68307711,1
"SRR5398216","17",73199864,73206817,1
"SRR5398216","17",73235475,73236995,1
"SRR5398216","17",74473874,74474531,1
"SRR5398216","17",75213075,75218306,3
"SRR5398216","17",75226050,75231979,1
"SRR5398216","17",75262496,75262688,1
"SRR5398216","17",75488758,75489368,1
"SRR5398216","17",75495283,75495399,4
"SRR5398216","17",75495965,75496074,3
"SRR5398216","17",75605503,75606021,6
"SRR5398214","17",75605503,75606021,1
"SRR5398216","17",75610165,75612016,3
"SRR5398216","17",75732162,75732239,2
"SRR5398216","17",76738281,76741064,2
"SRR5398216","17",76767385,76769871,7
"SRR5398214","17",76767385,76769871,2
"SRR5398216","17",76902554,76906187,5
"SRR5398216","17",78064721,78087093,3
"SRR5398216","17",78079394,78087093,5
"SRR5398216","17",78083046,78093763,3
"SRR5398216","17",78092932,78093763,2
"SRR5398215","17",78092932,78093763,1
"SRR5398216","17",78392475,78398351,1
"SRR5398215","17",78392475,78398351,3
"SRR5398214","17",78392475,78398351,2
"SRR5398216","17",78396307,78399537,3
"SRR5398216","17",80088010,80089884,1
"SRR5398216","17",80116967,80117749,1
"SRR5398216","17",80367747,80371985,2
"SRR5398216","17",80730559,80754185,1
"SRR5398216","17",80855463,80893865,1
"SRR5398216","17",80891719,80893865,3
"SRR5398215","17",80891719,80893865,4
"SRR5398214","17",80891719,80893865,1
"SRR5398218","17",80891719,80893865,1
"SRR5398216","17",80957623,80960205,3
"SRR5398216","17",82464286,82472698,1
"SRR5398214","17",82464286,82472698,2
"SRR5398216","17",82781588,82800996,4
"SRR5398216","18",2666156,2688747,4
"SRR5398216","18",2688393,2688747,1
"SRR5398214","18",2688393,2688747,1
"SRR5398216","18",2703691,2718434,2
"SRR5398216","18",2747521,2760739,2
"SRR5398216","18",2775733,2778239,3
"SRR5398216","18",7906504,7955414,1
"SRR5398216","18",7949180,7955414,3
"SRR5398214","18",7949180,7955414,3
"SRR5398216","18",8069685,8088851,1
"SRR5398216","18",8247844,8253414,2
"SRR5398216","18",9522159,9525851,4
"SRR5398218","18",9522159,9525851,1
"SRR5398216","18",11999053,12014373,1
"SRR5398214","18",11999053,12014373,3
"SRR5398218","18",11999053,12014373,1
"SRR5398216","18",12009882,12014373,6
"SRR5398214","18",12009882,12014373,1
"SRR5398216","18",12951854,12955609,1
"SRR5398216","18",12971152,12984190,3
"SRR5398216","18",12999420,13008631,6
"SRR5398218","18",12999420,13008631,2
"SRR5398216","18",13087016,13092527,9
"SRR5398216","18",21366026,21395561,2
"SRR5398216","18",21765771,21804014,4
"SRR5398216","18",21765771,21838497,1
"SRR5398216","18",21815615,21847125,2
"SRR5398216","18",21838364,21847125,1
"SRR5398216","18",23016827,23022270,1
"SRR5398216","18",23504370,23509279,5
"SRR5398216","18",23515855,23519174,7
"SRR5398216","18",23518889,23524482,1
"SRR5398216","18",23526636,23527901,2
"SRR5398216","18",23775791,23784157,2
"SRR5398216","18",23890010,23895058,1
"SRR5398216","18",23898737,23905624,1
"SRR5398216","18",24118124,24125550,1
"SRR5398216","18",24118124,24130417,2
"SRR5398216","18",24430321,24438040,1
"SRR5398216","18",24437954,24443152,3
"SRR5398216","18",24443048,24448183,3
"SRR5398218","18",24443048,24448183,2
"SRR5398216","18",26158121,26179130,5
"SRR5398216","18",26315228,26335231,9
"SRR5398215","18",26315228,26335231,1
"SRR5398216","18",26315228,26357794,4
"SRR5398214","18",26315228,26357794,1
"SRR5398216","18",33607593,33683568,3
"SRR5398216","18",34755975,34827676,3
"SRR5398216","18",34851830,34864062,2
"SRR5398216","18",35005491,35070322,2
"SRR5398216","18",35097445,35102159,1
"SRR5398216","18",36203112,36213482,2
"SRR5398214","18",36203112,36213482,2
"SRR5398216","18",36256967,36260175,1
"SRR5398215","18",36256967,36260175,1
"SRR5398216","18",36649315,36693423,1
"SRR5398216","18",36658074,36693423,2
"SRR5398216","18",37084124,37173081,7
"SRR5398216","18",41993269,42020705,3
"SRR5398215","18",41993269,42020705,1
"SRR5398216","18",42015475,42037820,2
"SRR5398214","18",42015475,42037820,1
"SRR5398216","18",42057882,42067513,2
"SRR5398216","18",50663088,50664504,6
"SRR5398218","18",50663088,50664504,4
"SRR5398216","18",50895808,50921187,1
"SRR5398216","18",50918109,50932360,9
"SRR5398214","18",50918109,50932360,3
"SRR5398216","18",54271359,54287411,4
"SRR5398216","18",54277702,54284013,3
"SRR5398216","18",56938532,56962529,3
"SRR5398216","18",58735201,58742014,1
"SRR5398216","18",58939444,58953799,5
"SRR5398216","18",61536492,61545144,2
"SRR5398216","18",62830034,62920114,1
"SRR5398216","18",62838783,62860601,1
"SRR5398216","18",68874668,68897428,1
"SRR5398216","18",69564486,69757873,1
"SRR5398216","18",69738964,69757873,1
"SRR5398216","18",76849525,76908573,2
"SRR5398216","18",76875491,76881512,2
"SRR5398216","18",76878008,76881512,1
"SRR5398216","18",76913746,76920058,2
"SRR5398215","18",76913746,76920058,1
"SRR5398218","18",76913746,76920058,1
"SRR5398216","18",76927036,76960855,1
